,id,country,province,winery,variety,points,description
170817,139916,US,California,Tinto Rey,Red Blend,90,deep color bold aromas substantial spicy lend significant power concentration full bodied nearly structured balanced appealing blackberry nutmeg cinnamon
19856,269856,Italy,Central Italy,Tenuta Cocci Grifoni,Red Blend,86,touch rosy rusty color bouquet exudes swaddled leather lively simple mouth medium undercurrent charred brush true indigenous register people imported empson
57255,76354,US,Oregon,J. Christopher,Pinot Noir,88,blends together grapes several vineyard sites three avas opens bouquet milk chocolate mocha leading tart cranberry herb bark designed successfully driven style oregon pinot
58559,77658,US,Washington,Boomtown,Chardonnay,88,spicy sharp excellent focus snap green apple dominate aided suggestions pineapple grapefruit crisp refreshing clean
59425,78524,France,Bordeaux,Château Amour,Bordeaux-style Red Blend,89,firmly tannic blend merlot cabernet sauvignon developing juicy currant fruits another soften hard edged minerality juicy promises wait worth
115473,184572,US,California,Meander,Cabernet Sauvignon,92,beautiful cabernet comes rutherford helena soft ultrarich blackberry cherry licorice cola spice smoky seems best
58331,77430,US,New York,Standing Stone,Chardonnay,87,another impressive standing stone fresh citric lemon mingle spicy toast palate creamy luscious character balanced lovely play spice lingering
27817,277817,Germany,Pfalz,Fitz-Ritter,Riesling,87,slightly toasty plenty fresh ranging apple pineapple tangerine clean fresh enjoy
157481,126580,US,New York,Dr. Konstantin Frank,Riesling,90,exuberantly fruity almost tropical crystalline edge riesling renders especially refreshing vibrant light footed brightened lingering honey
58395,77494,South Africa,Simonsberg-Stellenbosch,Muratie,Red Blend,90,vibrant attractive cherry plum raspberry sauce licorice root draw immediately continue palate alongside complementary accents sweet spice pepper medium weight mouth grippy strong elegant intense
212077,231176,South Africa,Coastal Region,Graham Beck,Sauvignon Blanc,89,zippy graham beck starts gooseberry grass followed lemon minerals tropical clean classy pair spicy cuisine grilled chicken fish
80618,99717,France,Bordeaux,Château Rouzerol,Bordeaux-style Red Blend,86,saint emilion dominated tight concentrated tough plenty berry fruits wait soften somewhat
109080,178179,US,California,Claudia Springs,Red Blend,86,comprised zinfandel primitivo petite sirah grenache carignane grenache carignane contribute juicy blend amidst integrated touch toffee chocolate
217663,236762,France,Bordeaux,Château Beau-Séjour Bécot,Bordeaux-style Red Blend,95,barrel sample makes freshness bright great blackcurrant fruits density balanced beautiful final final smokiness
39820,58919,US,California,Matchbook,Chardonnay,88,vivid golden color bold buttery aromas almost nutty full bore rendering full bodied brings flavorful aspects grape texture almost thick buttery nuances linger
74557,93656,US,California,Pfendler,Pinot Noir,90,showing balance tastes focused bright lively firm back generous cherry plum feels ultrasmooth palate pleasure
271219,40318,US,California,Guarachi Family,Cabernet Sauvignon,94,napa cabernets explosive power challenge maintaining balance assault fortunately succeeds offer explosion blackberries currants cassis mocha grounded savory olive minerality meanwhile tannin balance near perfect hard keep hands
115020,184119,US,Oregon,Carabella,Pinot Noir,90,excellent grower producer crafted muscular pinot noir accent spicy cranberry plum cherry compote adding complexity unfolding barrel flavors— chocolate particular—and suggestion root beer marks chehalem mountains
124653,193752,Chile,Colchagua Valley,Domaines Barons de Rothschild (Lafite),Cabernet Sauvignon,90,balanced specimen front back bottom deals smooth touched chocolate whiff mint mouth spicy herbal saturated dark berry touches forest stout terms feel cheek cheek depth
53580,72679,Italy,Tuscany,Baldetti Alfonso,Syrah,86,toasted roasted coffee bean dill espresso aromas lead tuscan palate exotic spice accent core dried cherry alongside drying fleeting lacks richness freshness sooner later
200684,219783,US,California,Patz & Hall,Pinot Noir,90,showing pedigree vineyard fine pinot silky elegant vibrant mouthfeel variety shows complex waves cherries pepper cola bacon spices
102002,171101,US,California,Goats Trail,Zinfandel,84,jammy simple cherry blackberry pepper nothing terribly complex everyday decent price
36609,55708,US,California,Beaver Creek,Zinfandel,81,soft simple sweet jellied raspberry cherry spice tastes like inferior dessert
248023,17122,US,California,J. Rochioli,Pinot Noir,87,direct candied cherry raspberry sweet brightened crisp pinot pricey quality keep mind rochioli vineyard designated bottlings
254558,23657,US,California,Porter Family Vineyards,Red Blend,89,made cabernet sauvignon syrah blend firm stuffed lovely blackberry cherry currant grilled meat pepper exotic spice cedar brisk bold suggest pairing fatty meats cheeses five
78718,97817,US,California,The Industrial,Zinfandel,84,soft alcohol sweet simple tastes like melted raspberry cherry
141429,110528,US,California,Terra Valentine,Red Blend,90,smooth round approachable boned blend moderate grippy offering raspberry plum crayon mocha
9239,259239,US,Oregon,Ponzi,Pinot Noir,92,vineyard planted rarest ponzi wines released four vintages since interesting seductive silky entry strong citrus streak cherry highlighted tart acids taste like peaches apricots seamless juicy beautiful balance lightly layered herb chocolate plenty breathe
200884,219983,Spain,Catalonia,Juvé y Camps,Pinot Noir,87,gritty tough hard strawberry kirsch aromas palate voluminous foamy burnt blood orange grilled pink grapefruit hard burnt element pinot noir penedès expected
228465,247564,France,Rhône Valley,Jean-Luc Colombo,Syrah,90,vanilla plenty underlying material lavish frames meaty cassis aromas substantial tannins—almost chewy—but lush
231308,407,Chile,Casablanca Valley,Lapostolle,Chardonnay,85,aromas baked apple toast mildly appealing round palate home melon bitter pith peach citrus peel course overall standard chardonnay goes flaccid
200320,219419,US,California,Perry Creek,Zinfandel,87,delicious briary blackberry cherry currant milk chocolate pepper anise touch sweet totally soft structure fine mood zinfandel
219652,238751,US,California,Talley,Chardonnay,93,dramatic unctuous displaying rosemary usual complexity intensity fine vintage grilled pineapple peach tart crème brûlée buttered toast honeysuckle mineral accompanied fine crisp brightens lifts richness elegant now–
161574,130673,US,California,Margerum,Sauvignon Blanc,90,blend mcginley grassini vineyards fermented barrels yielding approachable buffet nectarine cement chopped lemongrass palate weight deliver green apple slices kumquat lime zest lawn
264315,33414,US,California,J. Moss Wines,Cabernet Sauvignon,88,soft round juicy full bodied representative vintage shows brambly mocha coconut flakes endure
117053,186152,France,Languedoc-Roussillon,O'Vineyards,Red Blend,88,gorgeous plum cherry mingle seamlessly licorice root crushed violet cocoa aromas firm assertive almost kills palate squeezing astringency subsides shows promise together smooth
256050,25149,Italy,Lombardy,Ricci Curbastro,Chardonnay,88,made entirely chardonnay delivers delicate aromas stone citrus white almond bright palate offers mature yellow apple vanilla lemon pastry alongside persistent perlage
50119,69218,US,California,Justin,Cabernet Sauvignon,93,quite best justin cabernet ever achieves height richness dazzling waves blackberries blueberries cassis chocolate liberally enhanced sweet vanilla bone immaculate acids balance gorgeous haute cuisine
62711,81810,Italy,Tuscany,Vecchia Cantina di Montepulciano,Red Blend,87,aromas dark berry scorched earth leather shape glass forward palate offers sour cherry grilled herb alongside round persistent
132502,101601,US,Washington,J. Bookwalter,Red Blend,92,lushly aromatic toasty substantial deep brambly berry cassis fruits subtle suggestions mint alcoholic heat interesting orange peel scent carries mouth bitter heavy
210964,230063,US,New York,Keuka Lake Vineyards,Riesling,88,another excellent riesling keuka lake vineyards light bodied semi fragrant apple blossoms intensely pommelo palate refreshingly clean abundance minerality brisk finishes sweetly gentle lemon lime
171248,140347,Italy,Tuscany,Argentiera,Red Blend,90,blend predominantly cabernet sauvignon merlot cabernet franc opens skinned berry scorched earth cooking spice aromas concentrated palate delivers currant mocha licorice pepper backdrop fine grained
206200,225299,US,California,Quivira,Syrah,90,beautiful syrah perfect drinking softly tannic fruity forward blackberries cherries raspberries milk chocolate earthier grounding tobacco anise leather
14764,264764,Argentina,Other,Michel Torino,Cabernet Sauvignon,84,coconut green herbs fresh wood work followed fairly herbal berry throughout mildly coarse thus structure solid
75238,94337,France,Burgundy,Domaine Luquet,Chardonnay,85,fruity creamy chardonnay based sparkler tropical sweetness high dosage full bodied attractive apéritif style
153883,122982,US,California,Manzoni,Pinot Noir,86,strong candied cola cherries rhubarb persimmons mark pinot noir structure acids alcohol high benefit greater subtlety restraint
90599,159698,France,Burgundy,Alex Gambal,Pinot Noir,88,fruits combine raspberry soft juicy shows great fruitiness
61478,80577,US,New York,Hosmer,Sauvignon Blanc,87,fresh apple pear tangerine revitalize palate crisp approachable sauvignon blanc uncomplicated elegant finishing penetrating streak lemon lime
188443,207542,Argentina,Mendoza Province,Cruz Alta,Red Blend,88,smoky leather berry barbecue aromas lurk veneer mouthfeel berry plum finishes bold scratchy feel loads leftover barrel spice blend malbec cabernet sauvignon syrah
228317,247416,Spain,Catalonia,Pago Jean Leon,Cabernet Sauvignon,86,holdover varietal single vineyard cabernet offers tree bark molasses prune palate raspberry sitting front center drying support woody grabby vanilla toward eight appear though improve beyond soon
57882,76981,US,Washington,Force Majeure,Cabernet Sauvignon,92,second vintage release estate vineyard occupies highest planted portion mountain precise sharp edged high berry cherry stacked vertically strong mineral underpinning alcohol high overall structure holds together support aging now–
245717,14816,US,California,Coastview,Chardonnay,87,like cool climate chardonnay pineapple kiwi lime touch lees vanilla sharp almost champagne like calls extremely fare balance shrimp risotto
